15:26:08.277 -> Humidity: 52.60 %, Temp: 21.80 Celsius
15:33:57.777 -> Humidity: 44.00 %, Temp: 34.90 Celsius
15:34:07.750 -> Humidity: 43.60 %, Temp: 35.00 Celsius
15:34:17.757 -> Humidity: 43.20 %, Temp: 35.20 Celsius
15:34:27.730 -> Humidity: 42.80 %, Temp: 35.30 Celsius
15:34:37.739 -> Humidity: 42.40 %, Temp: 35.40 Celsius
15:34:47.726 -> Humidity: 42.10 %, Temp: 35.60 Celsius
15:34:57.723 -> Humidity: 41.70 %, Temp: 35.60 Celsius
15:35:07.709 -> Humidity: 41.40 %, Temp: 35.80 Celsius
15:35:17.685 -> Humidity: 41.10 %, Temp: 35.90 Celsius
15:35:27.678 -> Humidity: 40.80 %, Temp: 36.00 Celsius
15:35:37.672 -> Humidity: 40.50 %, Temp: 36.10 Celsius
15:35:47.628 -> Humidity: 40.10 %, Temp: 36.10 Celsius
15:35:57.645 -> Humidity: 39.80 %, Temp: 36.20 Celsius
15:36:07.610 -> Humidity: 39.50 %, Temp: 36.30 Celsius
15:36:17.599 -> Humidity: 39.20 %, Temp: 36.40 Celsius
15:36:27.601 -> Humidity: 39.00 %, Temp: 36.50 Celsius
15:36:37.586 -> Humidity: 38.80 %, Temp: 36.60 Celsius
15:36:47.596 -> Humidity: 38.40 %, Temp: 36.60 Celsius
15:36:57.586 -> Humidity: 38.20 %, Temp: 36.70 Celsius
15:37:07.565 -> Humidity: 38.00 %, Temp: 36.80 Celsius
15:37:17.572 -> Humidity: 37.70 %, Temp: 36.80 Celsius
15:37:27.516 -> Humidity: 37.50 %, Temp: 36.90 Celsius
15:37:37.532 -> Humidity: 37.20 %, Temp: 36.90 Celsius
15:37:47.525 -> Humidity: 37.00 %, Temp: 37.00 Celsius
15:37:57.491 -> Humidity: 36.80 %, Temp: 37.00 Celsius
15:38:07.509 -> Humidity: 36.60 %, Temp: 37.10 Celsius
15:38:17.499 -> Humidity: 36.30 %, Temp: 37.10 Celsius
15:38:27.453 -> Humidity: 36.10 %, Temp: 37.10 Celsius
15:38:37.481 -> Humidity: 35.90 %, Temp: 37.20 Celsius
15:38:47.461 -> Humidity: 35.70 %, Temp: 37.20 Celsius
15:38:57.438 -> Humidity: 35.50 %, Temp: 37.30 Celsius
15:39:07.418 -> Humidity: 35.30 %, Temp: 37.30 Celsius
15:39:17.433 -> Humidity: 35.00 %, Temp: 37.30 Celsius
15:39:27.415 -> Humidity: 34.80 %, Temp: 37.30 Celsius
15:39:37.410 -> Humidity: 34.60 %, Temp: 37.30 Celsius
15:39:47.405 -> Humidity: 34.40 %, Temp: 37.40 Celsius
15:39:57.394 -> Humidity: 34.30 %, Temp: 37.40 Celsius
15:40:07.388 -> Humidity: 34.00 %, Temp: 37.40 Celsius
15:40:17.378 -> Humidity: 33.90 %, Temp: 37.40 Celsius
15:40:27.329 -> Humidity: 33.60 %, Temp: 37.40 Celsius
15:40:37.356 -> Humidity: 33.50 %, Temp: 37.50 Celsius
15:40:47.338 -> Humidity: 33.40 %, Temp: 37.50 Celsius
15:40:57.312 -> Humidity: 33.20 %, Temp: 37.50 Celsius
15:41:07.313 -> Humidity: 33.00 %, Temp: 37.50 Celsius
15:41:17.287 -> Humidity: 32.90 %, Temp: 37.50 Celsius
15:41:27.289 -> Humidity: 32.70 %, Temp: 37.50 Celsius
15:41:37.290 -> Humidity: 32.50 %, Temp: 37.50 Celsius
15:41:47.240 -> Humidity: 32.40 %, Temp: 37.50 Celsius
15:41:57.246 -> Humidity: 32.20 %, Temp: 37.50 Celsius
15:42:07.239 -> Humidity: 32.10 %, Temp: 37.60 Celsius
15:42:17.228 -> Humidity: 31.90 %, Temp: 37.50 Celsius
15:42:27.204 -> Humidity: 31.80 %, Temp: 37.60 Celsius
15:42:37.194 -> Humidity: 31.70 %, Temp: 37.60 Celsius
15:42:47.206 -> Humidity: 31.50 %, Temp: 37.50 Celsius
15:42:57.191 -> Humidity: 31.40 %, Temp: 37.60 Celsius
15:43:07.155 -> Humidity: 31.30 %, Temp: 37.60 Celsius
15:43:17.158 -> Humidity: 31.20 %, Temp: 37.60 Celsius
15:43:27.141 -> Humidity: 31.10 %, Temp: 37.60 Celsius
15:43:37.127 -> Humidity: 31.00 %, Temp: 37.60 Celsius
15:43:47.144 -> Humidity: 30.80 %, Temp: 37.50 Celsius
15:43:57.107 -> Humidity: 30.80 %, Temp: 37.60 Celsius
15:44:07.094 -> Humidity: 30.60 %, Temp: 37.60 Celsius
15:44:17.091 -> Humidity: 30.50 %, Temp: 37.60 Celsius
15:44:27.076 -> Humidity: 30.40 %, Temp: 37.60 Celsius
15:44:37.060 -> Humidity: 30.40 %, Temp: 37.60 Celsius
15:44:47.071 -> Humidity: 30.30 %, Temp: 37.60 Celsius
15:44:57.070 -> Humidity: 30.10 %, Temp: 37.60 Celsius
15:45:07.044 -> Humidity: 30.00 %, Temp: 37.60 Celsius
15:45:17.023 -> Humidity: 30.00 %, Temp: 37.60 Celsius
15:45:27.039 -> Humidity: 29.90 %, Temp: 37.60 Celsius
15:45:37.027 -> Humidity: 29.90 %, Temp: 37.60 Celsius
15:45:47.001 -> Humidity: 29.80 %, Temp: 37.60 Celsius
15:45:56.979 -> Humidity: 29.80 %, Temp: 37.60 Celsius
15:46:06.968 -> Humidity: 29.70 %, Temp: 37.60 Celsius
15:46:16.970 -> Humidity: 29.70 %, Temp: 37.60 Celsius
15:46:26.937 -> Humidity: 29.60 %, Temp: 37.50 Celsius
15:46:36.961 -> Humidity: 29.50 %, Temp: 37.60 Celsius
15:46:46.936 -> Humidity: 29.50 %, Temp: 37.60 Celsius
15:46:56.910 -> Humidity: 29.40 %, Temp: 37.60 Celsius
15:47:06.892 -> Humidity: 29.40 %, Temp: 37.60 Celsius
15:47:16.906 -> Humidity: 29.30 %, Temp: 37.60 Celsius
15:47:26.884 -> Humidity: 29.30 %, Temp: 37.60 Celsius
15:47:36.874 -> Humidity: 29.20 %, Temp: 37.60 Celsius
15:47:46.892 -> Humidity: 29.10 %, Temp: 37.50 Celsius
15:47:56.846 -> Humidity: 29.10 %, Temp: 37.50 Celsius
15:48:06.869 -> Humidity: 29.10 %, Temp: 37.60 Celsius
15:48:16.817 -> Humidity: 29.00 %, Temp: 37.60 Celsius
15:48:26.819 -> Humidity: 28.90 %, Temp: 37.50 Celsius
15:48:36.792 -> Humidity: 28.90 %, Temp: 37.60 Celsius
15:48:46.820 -> Humidity: 28.90 %, Temp: 37.60 Celsius
15:48:56.787 -> Humidity: 28.80 %, Temp: 37.50 Celsius
15:49:06.788 -> Humidity: 28.80 %, Temp: 37.60 Celsius
15:49:16.789 -> Humidity: 28.70 %, Temp: 37.60 Celsius
15:49:26.778 -> Humidity: 28.60 %, Temp: 37.60 Celsius
15:49:36.740 -> Humidity: 28.60 %, Temp: 37.60 Celsius
15:49:46.725 -> Humidity: 28.50 %, Temp: 37.60 Celsius
15:49:56.725 -> Humidity: 28.50 %, Temp: 37.60 Celsius
15:50:06.706 -> Humidity: 28.40 %, Temp: 37.60 Celsius
15:50:16.716 -> Humidity: 28.40 %, Temp: 37.60 Celsius
15:50:26.703 -> Humidity: 28.40 %, Temp: 37.60 Celsius
15:50:36.695 -> Humidity: 28.30 %, Temp: 37.60 Celsius
15:50:46.678 -> Humidity: 28.30 %, Temp: 37.60 Celsius
15:50:56.646 -> Humidity: 28.30 %, Temp: 37.60 Celsius
15:51:06.643 -> Humidity: 28.20 %, Temp: 37.60 Celsius
15:51:16.621 -> Humidity: 28.20 %, Temp: 37.60 Celsius
15:51:26.612 -> Humidity: 28.20 %, Temp: 37.60 Celsius
15:51:36.605 -> Humidity: 28.10 %, Temp: 37.60 Celsius
15:51:46.601 -> Humidity: 28.00 %, Temp: 37.50 Celsius
15:51:56.592 -> Humidity: 28.00 %, Temp: 37.50 Celsius
15:52:06.576 -> Humidity: 28.00 %, Temp: 37.60 Celsius
15:52:16.586 -> Humidity: 27.90 %, Temp: 37.50 Celsius
15:52:26.550 -> Humidity: 28.00 %, Temp: 37.60 Celsius
15:52:36.538 -> Humidity: 27.90 %, Temp: 37.50 Celsius
15:52:46.550 -> Humidity: 27.80 %, Temp: 37.50 Celsius
15:52:56.553 -> Humidity: 27.80 %, Temp: 37.50 Celsius
15:53:06.510 -> Humidity: 27.70 %, Temp: 37.50 Celsius
15:53:16.515 -> Humidity: 27.70 %, Temp: 37.50 Celsius
15:53:26.516 -> Humidity: 27.60 %, Temp: 37.50 Celsius
15:53:36.497 -> Humidity: 27.60 %, Temp: 37.50 Celsius
15:53:46.481 -> Humidity: 27.60 %, Temp: 37.50 Celsius
15:53:56.495 -> Humidity: 27.50 %, Temp: 37.50 Celsius
15:54:06.458 -> Humidity: 27.50 %, Temp: 37.50 Celsius
15:54:16.479 -> Humidity: 27.50 %, Temp: 37.50 Celsius
15:54:26.432 -> Humidity: 27.40 %, Temp: 37.50 Celsius
15:54:36.408 -> Humidity: 27.40 %, Temp: 37.50 Celsius
15:54:46.427 -> Humidity: 27.30 %, Temp: 37.50 Celsius
15:54:56.409 -> Humidity: 27.30 %, Temp: 37.50 Celsius
15:55:06.380 -> Humidity: 27.20 %, Temp: 37.40 Celsius
15:55:16.396 -> Humidity: 27.30 %, Temp: 37.50 Celsius
15:55:26.386 -> Humidity: 26.40 %, Temp: 37.40 Celsius
15:55:36.351 -> Humidity: 24.60 %, Temp: 37.40 Celsius
15:55:46.337 -> Humidity: 24.80 %, Temp: 37.30 Celsius
15:55:56.322 -> Humidity: 24.80 %, Temp: 37.20 Celsius
15:56:06.312 -> Humidity: 24.30 %, Temp: 37.10 Celsius
15:56:16.314 -> Humidity: 24.50 %, Temp: 36.90 Celsius
15:56:26.303 -> Humidity: 24.90 %, Temp: 36.90 Celsius
15:56:36.323 -> Humidity: 25.10 %, Temp: 36.80 Celsius
15:56:46.288 -> Humidity: 25.40 %, Temp: 36.80 Celsius
15:56:56.289 -> Humidity: 25.60 %, Temp: 36.80 Celsius
15:57:06.272 -> Humidity: 25.80 %, Temp: 36.70 Celsius
15:57:16.253 -> Humidity: 26.00 %, Temp: 36.70 Celsius
15:57:26.222 -> Humidity: 26.20 %, Temp: 36.70 Celsius
15:57:36.223 -> Humidity: 26.30 %, Temp: 36.70 Celsius
15:57:46.235 -> Humidity: 26.50 %, Temp: 36.80 Celsius
15:57:56.188 -> Humidity: 26.70 %, Temp: 36.80 Celsius
15:58:06.211 -> Humidity: 26.80 %, Temp: 36.80 Celsius
15:58:16.172 -> Humidity: 27.00 %, Temp: 36.80 Celsius
15:58:26.196 -> Humidity: 27.10 %, Temp: 36.80 Celsius
15:58:36.167 -> Humidity: 27.20 %, Temp: 36.80 Celsius
15:58:46.172 -> Humidity: 27.40 %, Temp: 36.90 Celsius
15:58:56.159 -> Humidity: 27.50 %, Temp: 36.90 Celsius
15:59:06.110 -> Humidity: 27.70 %, Temp: 36.90 Celsius
15:59:16.102 -> Humidity: 27.80 %, Temp: 36.90 Celsius
15:59:26.119 -> Humidity: 27.90 %, Temp: 36.90 Celsius
15:59:36.094 -> Humidity: 28.00 %, Temp: 36.90 Celsius
15:59:46.098 -> Humidity: 28.20 %, Temp: 37.00 Celsius
15:59:56.109 -> Humidity: 28.30 %, Temp: 37.00 Celsius
16:00:06.070 -> Humidity: 28.40 %, Temp: 37.00 Celsius
16:00:16.047 -> Humidity: 28.40 %, Temp: 37.00 Celsius
16:00:26.074 -> Humidity: 28.50 %, Temp: 37.00 Celsius
16:00:36.030 -> Humidity: 28.70 %, Temp: 37.10 Celsius
16:00:46.014 -> Humidity: 28.80 %, Temp: 37.10 Celsius
16:00:56.001 -> Humidity: 28.90 %, Temp: 37.10 Celsius
16:01:05.983 -> Humidity: 29.00 %, Temp: 37.10 Celsius
16:01:15.987 -> Humidity: 29.00 %, Temp: 37.10 Celsius
16:01:25.976 -> Humidity: 29.20 %, Temp: 37.20 Celsius
16:01:35.947 -> Humidity: 29.30 %, Temp: 37.20 Celsius
16:01:45.963 -> Humidity: 29.40 %, Temp: 37.20 Celsius
16:01:55.925 -> Humidity: 29.40 %, Temp: 37.20 Celsius
16:02:05.916 -> Humidity: 29.50 %, Temp: 37.20 Celsius
16:02:15.911 -> Humidity: 29.70 %, Temp: 37.30 Celsius
16:02:25.891 -> Humidity: 29.80 %, Temp: 37.30 Celsius
16:02:35.889 -> Humidity: 29.80 %, Temp: 37.30 Celsius
16:02:45.906 -> Humidity: 29.90 %, Temp: 37.30 Celsius
16:02:55.893 -> Humidity: 30.00 %, Temp: 37.30 Celsius
16:03:05.866 -> Humidity: 30.00 %, Temp: 37.30 Celsius
16:03:15.851 -> Humidity: 30.10 %, Temp: 37.30 Celsius
16:03:25.846 -> Humidity: 30.20 %, Temp: 37.30 Celsius
16:03:35.829 -> Humidity: 30.20 %, Temp: 37.30 Celsius
16:03:45.839 -> Humidity: 30.40 %, Temp: 37.40 Celsius
16:03:55.824 -> Humidity: 30.50 %, Temp: 37.40 Celsius
16:04:05.810 -> Humidity: 30.60 %, Temp: 37.40 Celsius
16:04:15.775 -> Humidity: 30.70 %, Temp: 37.40 Celsius
16:04:25.773 -> Humidity: 30.80 %, Temp: 37.40 Celsius
16:04:35.756 -> Humidity: 30.80 %, Temp: 37.40 Celsius
16:04:45.743 -> Humidity: 30.90 %, Temp: 37.40 Celsius
16:04:55.731 -> Humidity: 31.00 %, Temp: 37.40 Celsius
16:05:05.744 -> Humidity: 31.10 %, Temp: 37.40 Celsius
16:05:15.726 -> Humidity: 31.20 %, Temp: 37.40 Celsius
16:05:25.731 -> Humidity: 31.20 %, Temp: 37.40 Celsius
16:05:35.702 -> Humidity: 31.30 %, Temp: 37.40 Celsius
16:05:45.683 -> Humidity: 31.40 %, Temp: 37.50 Celsius
16:05:55.684 -> Humidity: 31.50 %, Temp: 37.50 Celsius
16:06:05.698 -> Humidity: 31.70 %, Temp: 37.50 Celsius
16:06:15.668 -> Humidity: 31.70 %, Temp: 37.40 Celsius
16:06:25.674 -> Humidity: 31.80 %, Temp: 37.50 Celsius
16:06:35.647 -> Humidity: 31.90 %, Temp: 37.50 Celsius
16:06:45.619 -> Humidity: 32.00 %, Temp: 37.50 Celsius
16:06:55.621 -> Humidity: 32.00 %, Temp: 37.40 Celsius
16:07:05.600 -> Humidity: 32.00 %, Temp: 37.40 Celsius
16:07:15.591 -> Humidity: 32.20 %, Temp: 37.50 Celsius
16:07:25.611 -> Humidity: 32.20 %, Temp: 37.50 Celsius
16:07:35.592 -> Humidity: 32.30 %, Temp: 37.50 Celsius
16:07:45.572 -> Humidity: 32.40 %, Temp: 37.50 Celsius
16:07:55.556 -> Humidity: 32.40 %, Temp: 37.50 Celsius
16:08:05.535 -> Humidity: 32.50 %, Temp: 37.50 Celsius
16:08:15.520 -> Humidity: 32.50 %, Temp: 37.50 Celsius
16:08:25.546 -> Humidity: 32.50 %, Temp: 37.50 Celsius
16:08:35.504 -> Humidity: 32.60 %, Temp: 37.60 Celsius
16:08:45.513 -> Humidity: 32.60 %, Temp: 37.50 Celsius
16:08:55.503 -> Humidity: 32.70 %, Temp: 37.50 Celsius
16:09:05.483 -> Humidity: 32.80 %, Temp: 37.60 Celsius
16:09:15.499 -> Humidity: 32.90 %, Temp: 37.60 Celsius
16:09:25.455 -> Humidity: 32.90 %, Temp: 37.50 Celsius
16:09:35.452 -> Humidity: 33.00 %, Temp: 37.50 Celsius
16:09:45.432 -> Humidity: 33.10 %, Temp: 37.60 Celsius
16:09:55.425 -> Humidity: 33.10 %, Temp: 37.60 Celsius
16:10:05.441 -> Humidity: 33.20 %, Temp: 37.60 Celsius
16:10:15.415 -> Humidity: 33.10 %, Temp: 37.50 Celsius
16:10:25.384 -> Humidity: 33.10 %, Temp: 37.50 Celsius
16:10:35.387 -> Humidity: 33.20 %, Temp: 37.60 Celsius
16:10:45.394 -> Humidity: 33.20 %, Temp: 37.50 Celsius
16:10:55.377 -> Humidity: 33.20 %, Temp: 37.60 Celsius
16:11:05.353 -> Humidity: 33.30 %, Temp: 37.60 Celsius
16:11:15.333 -> Humidity: 33.30 %, Temp: 37.60 Celsius
16:11:25.311 -> Humidity: 33.40 %, Temp: 37.60 Celsius
16:11:35.335 -> Humidity: 33.40 %, Temp: 37.60 Celsius
16:11:45.304 -> Humidity: 33.40 %, Temp: 37.50 Celsius
16:11:55.293 -> Humidity: 33.40 %, Temp: 37.50 Celsius
16:12:05.314 -> Humidity: 33.60 %, Temp: 37.60 Celsius
16:12:15.269 -> Humidity: 33.50 %, Temp: 37.50 Celsius
16:12:25.258 -> Humidity: 33.60 %, Temp: 37.60 Celsius
16:12:35.260 -> Humidity: 33.70 %, Temp: 37.50 Celsius
16:12:45.228 -> Humidity: 33.80 %, Temp: 37.60 Celsius
16:12:55.232 -> Humidity: 33.80 %, Temp: 37.60 Celsius
16:13:05.229 -> Humidity: 33.90 %, Temp: 37.60 Celsius
16:13:15.213 -> Humidity: 34.00 %, Temp: 37.60 Celsius
16:13:25.202 -> Humidity: 34.00 %, Temp: 37.60 Celsius
16:13:35.218 -> Humidity: 34.00 %, Temp: 37.50 Celsius
16:13:45.194 -> Humidity: 34.10 %, Temp: 37.60 Celsius
16:13:55.176 -> Humidity: 34.10 %, Temp: 37.60 Celsius
16:14:05.149 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:14:15.142 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:14:25.140 -> Humidity: 34.10 %, Temp: 37.50 Celsius
16:14:35.132 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:14:45.124 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:14:55.117 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:15:05.101 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:15:15.065 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:15:25.052 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:15:35.080 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:15:45.053 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:15:55.025 -> Humidity: 34.20 %, Temp: 37.60 Celsius
16:16:05.026 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:16:15.001 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:16:24.992 -> Humidity: 34.20 %, Temp: 37.50 Celsius
16:16:35.013 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:16:45.007 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:16:54.961 -> Humidity: 34.20 %, Temp: 37.50 Celsius
16:17:04.968 -> Humidity: 34.40 %, Temp: 37.60 Celsius
16:17:14.968 -> Humidity: 34.40 %, Temp: 37.60 Celsius
16:17:24.930 -> Humidity: 34.30 %, Temp: 37.50 Celsius
16:17:34.950 -> Humidity: 34.30 %, Temp: 37.60 Celsius
16:17:44.904 -> Humidity: 34.30 %, Temp: 37.50 Celsius
16:17:54.932 -> Humidity: 34.30 %, Temp: 37.50 Celsius
16:18:04.903 -> Humidity: 34.40 %, Temp: 37.60 Celsius
16:18:14.912 -> Humidity: 34.40 %, Temp: 37.60 Celsius
16:18:24.880 -> Humidity: 34.50 %, Temp: 37.60 Celsius
16:18:34.893 -> Humidity: 34.40 %, Temp: 37.50 Celsius
16:18:44.882 -> Humidity: 34.50 %, Temp: 37.50 Celsius
16:18:54.830 -> Humidity: 34.50 %, Temp: 37.60 Celsius
16:19:04.841 -> Humidity: 34.60 %, Temp: 37.60 Celsius
16:19:14.846 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:19:24.822 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:19:34.797 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:19:44.795 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:19:54.759 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:20:04.771 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:20:14.749 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:20:24.733 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:20:34.741 -> Humidity: 34.60 %, Temp: 37.60 Celsius
16:20:44.741 -> Humidity: 34.60 %, Temp: 37.60 Celsius
16:20:54.704 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:21:04.694 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:21:14.692 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:21:24.695 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:21:34.688 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:21:44.656 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:21:54.630 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:22:04.650 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:22:14.612 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:22:24.607 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:22:34.607 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:22:44.586 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:22:54.608 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:23:04.565 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:23:14.549 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:23:24.565 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:23:34.546 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:23:44.562 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:23:54.514 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:24:04.506 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:24:14.518 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:24:24.512 -> Humidity: 34.90 %, Temp: 37.60 Celsius
16:24:34.503 -> Humidity: 34.90 %, Temp: 37.60 Celsius
16:24:44.463 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:24:54.478 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:25:04.461 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:25:14.449 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:25:24.447 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:25:34.403 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:25:44.401 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:25:54.401 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:26:04.392 -> Humidity: 34.90 %, Temp: 37.60 Celsius
16:26:14.394 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:26:24.386 -> Humidity: 34.80 %, Temp: 37.60 Celsius
16:26:34.378 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:26:44.334 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:26:54.313 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:27:04.318 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:27:14.291 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:27:24.329 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:27:34.301 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:27:44.278 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:27:54.289 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:28:04.249 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:28:14.233 -> Humidity: 34.90 %, Temp: 37.50 Celsius
16:28:24.241 -> Humidity: 34.90 %, Temp: 37.50 Celsius
16:28:34.234 -> Humidity: 34.90 %, Temp: 37.50 Celsius
16:28:44.222 -> Humidity: 34.90 %, Temp: 37.50 Celsius
16:28:54.182 -> Humidity: 34.80 %, Temp: 37.50 Celsius
16:29:04.178 -> Humidity: 34.70 %, Temp: 37.50 Celsius
16:29:14.195 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:29:24.159 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:29:34.161 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:29:44.173 -> Humidity: 34.70 %, Temp: 37.60 Celsius
16:29:54.137 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:30:04.151 -> Humidity: 34.50 %, Temp: 37.50 Celsius
16:30:14.132 -> Humidity: 34.60 %, Temp: 37.50 Celsius
16:30:24.096 -> Humidity: 34.50 %, Temp: 37.50 Celsius
